Player,BirthDate,BirthCity,BirthState,HighSchoolCity,HighSchoolState,College,BirthLat,BirthLong,HSLat,HSLong,CollegeNameGood,CollegeLat,CollegeLong
Anthony Mason,"December 14, 1966",Miami,Florida,New York,New York,Tennessee State University,25.9388,-80.2144,40.8424,-73.8556,Tennessee State University,36.14811,-86.80305
Anthony Miller,"October 22, 1971",Benton Harbor,Michigan,Benton Harbor,Michigan,Michigan State University,42.1273,-86.3073,42.1273,-86.3073,Michigan State University,42.84031,-84.47982
Anthony Morrow,"September 27, 1985",Charlotte,North Carolina,Charlotte,North Carolina,Georgia Institute of Technology,35.1232,-80.9343,35.1232,-80.9343,Georgia Institute of Technology,33.77233,-84.39456
Anthony Parker,"June 19, 1975",Naperville,Illinois,Naperville,Illinois,Bradley University,41.8032,-88.1341,41.8032,-88.1341,Bradley University,40.69809,-89.61704
Anthony Peeler,"November 25, 1969",Kansas City,Missouri,Kansas City,Missouri,University of Missouri,39.1068,-94.566,39.1068,-94.566,University of Missouri,38.94587,-92.32768
Anthony Pullard,"June 23, 1966",DeQuincy,Louisiana,DeQuincy,Louisiana,McNeese State University,30.4508,-93.4356,30.4508,-93.4356,McNeese State University,30.18048,-93.21737
Anthony Randolph,"July 15, 1989",Wurzbach,Germany,Dallas,Texas,Louisiana State University,50.4639,11.5367,32.7825,-96.8207,Louisiana State University,29.93987,-90.11954
Anthony Roberson,"February 14, 1983",Saginaw,Michigan,Saginaw,Michigan,University of Florida,43.4312,-83.9337,43.4312,-83.9337,University of Florida,28.0692,-82.43609
Anthony Roberts,"April 15, 1955",Chattanooga,Tennessee,Chattanooga,Tennessee,Oral Roberts University,35.0671,-85.2456,35.0671,-85.2456,Oral Roberts University,36.0507,-95.95422
Anthony Taylor,"November 30, 1965",Los Angeles,California,Beaverton,Oregon,University of Oregon,34.0396,-118.2661,45.5222,-122.8593,University of Oregon,44.04598,-123.07046
Anthony Tolliver,"June 1, 1985",Springfield,Missouri,Springfield,Missouri,Creighton University,37.219,-93.3176,37.219,-93.3176,Creighton University,41.26528,-95.94751
Anthony Tucker,"April 4, 1969",Washington,District of Columbia,Washington,District of Columbia,Wake Forest University,38.8749,-77.0325,38.8749,-77.0325,Wake Forest University,36.13347,-80.27727
Antoine Carr,"July 23, 1961",Oklahoma City,Oklahoma,Wichita,Kansas,Wichita State University,35.5798,-97.5731,37.7083,-97.2251,Wichita State University,37.7217,-97.2955
Antoine Rigaudeau,"December 17, 1971",Cholet,France,none,none,none,47.0608,-0.8755,,,,,
Antoine Walker,"August 12, 1976",Chicago,Illinois,Chicago,Illinois,University of Kentucky,41.9288,-87.6315,41.9288,-87.6315,University of Kentucky,38.03036,-84.49938
Antoine Wright,"February 6, 1984",West Covina,California,Groton,Massachusetts,Texas A&M University,34.0699,-117.9421,42.6165,-71.577,Texas A&M University,30.627979999999997,-96.33440999999999
Antonio Anderson,"June 5, 1985",Lynn,Massachusetts,Laurinburg,North Carolina,University of Memphis,42.4642,-70.9717,34.7678,-79.4639,University of Memphis,35.1187,-89.93731
Antonio Burks,"February 25, 1980",Memphis,Tennessee,Memphis,Tennessee,University of Memphis,35.185,-90.0936,35.185,-90.0936,University of Memphis,35.1187,-89.93731
Antonio Daniels,"March 19, 1975",Columbus,Ohio,Columbus,Ohio,Bowling Green State University,39.8928,-82.9588,39.8928,-82.9588,Bowling Green State University,41.37589,-83.63966
Antonio Davis,"October 31, 1968",Oakland,California,Oakland,California,University of Texas at El Paso,37.735,-122.2088,37.735,-122.2088,University of Texas at El Paso,31.75872,-106.48693
Antonio Harvey,"July 6, 1970",Pascagoula,Mississippi,Pascagoula,Mississippi,Pfeiffer University,30.3561,-88.4924,30.3561,-88.4924,Pfeiffer University,38.81363,-97.61097
Antonio Lang,"May 15, 1972",Mobile,Alabama,Mobile,Alabama,Duke University,30.6586,-88.3535,30.6586,-88.3535,Duke University,36.00153,-78.94001
Antonio McDyess,"September 7, 1974",Quitman,Mississippi,Quitman,Mississippi,University of Alabama,32.0506,-88.6603,32.0506,-88.6603,University of Alabama,33.20944,-87.54149
Antonis Fotsis,"April 1, 1981",Athens,Greece,none,none,none,42.2823,-73.8294,,,,,
Archie Clark,"July 15, 1941",Conway,Arkansas,Ecorse,Michigan,University of Minnesota,35.064,-92.3802,42.2496,-83.1436,University of Minnesota,44.97441,-93.233
Archie Dees,"February 22, 1936",Mt. Carmel,Illinois,Mount Carmel,Illinois,Indiana University,38.4147,-87.7686,38.4035,-87.8618,Indiana University,40.41226,-86.93668
Archie Goodwin,"August 17, 1994",Little Rock,Arkansas,Sherwood,Arkansas,University of Kentucky,34.7465,-92.2896,34.9024,-92.2302,University of Kentucky,38.03036,-84.49938
Ariel Maughan,"April 26, 1923",Salt Lake City,Utah,none,none,none,40.7608,-111.8911,,,,,
Arinze Onuaku,"July 13, 1987",Lanham,Maryland,Alexandria,Virginia,Syracuse University,38.969,-76.8537,38.8177,-77.1527,Syracuse University,43.03784,-76.13465
Armand Cure,"August 1, 1919",New Bedford,Massachusetts,New Bedford,Massachusetts,none,41.7057,-70.9469,41.7057,-70.9469,,,
Armen Gilliam,"May 28, 1964",Pittsburgh,Pennsylvania,Bethel Park,Pennsylvania,"University of Nevada, Las Vegas",40.4495,-79.988,40.3224,-80.0355,"University of Nevada, Las Vegas",36.10775,-115.14167
Armon Johnson,"February 23, 1989",Chicago,Illinois,Reno,Nevada,"University of Nevada, Reno",41.9288,-87.6315,39.4896,-119.7492,"University of Nevada, Reno",39.5449,-119.8198
Armond Hill,"March 31, 1953",New York,New York,New York,New York,Princeton University,40.8424,-73.8556,40.8424,-73.8556,Princeton University,40.34285,-74.65682
Arnett Moultrie,"November 18, 1990",New York,New York,Memphis,Tennessee,Mississippi State University,40.8424,-73.8556,35.185,-90.0936,Mississippi State University,34.38238,-89.53988
Arnie Ferrin,"July 29, 1925",Salt Lake City,Utah,Ogden,Utah,University of Utah,40.7608,-111.8911,41.2471,-112.1316,University of Utah,40.76495,-111.84855
Arnie Johnson,"May 16, 1920",Gonvick,Minnesota,none,none,Bemidji State University,47.7996,-95.5039,,,Bemidji State University,47.48162,-94.87444
Arnie Risen,"October 9, 1924",Williamstown,Kentucky,Williamstown,Kentucky,Ohio State University,38.64,-84.5935,38.64,-84.5935,Ohio State University,39.99618,-83.0188
Aron Baynes,"December 9, 1986",Gisborne,New Zealand,none,none,Washington State University,-38.6533,178.0042,,,Washington State University,47.23565,-122.5504
Arron Afflalo,"October 15, 1985",Los Angeles,California,Compton,California,"University of California, Los Angeles",34.0396,-118.2661,33.8748,-118.2406,"University of California, Los Angeles",34.02051,-118.28563
Art Burris,"April 7, 1924",none,none,none,none,University of Tennessee,,,,,University of Tennessee,36.14811,-86.80305
Art Collins,"April 14, 1954",Sandersville,Georgia,Miami,Florida,St. Thomas University,32.9752,-82.8575,25.9388,-80.2144,St. Thomas University,18.34384,-64.97292
Art Harris,"January 13, 1947",none,none,Los Angeles,California,Stanford University,,,34.0396,-118.2661,Stanford University,37.42716,-122.17024
Art Heyman,"June 24, 1941",New York,New York,Oceanside,New York,Duke University,40.8424,-73.8556,40.6343,-73.6381,Duke University,36.00153,-78.94001
Art Hillhouse,"June 12, 1916",none,none,none,none,Long Island University,,,,,Long Island University,40.69061,-73.99764
Art Long,"October 1, 1972",Rochester,New York,Rochester,New York,University of Cincinnati,43.1493,-77.5081,43.1493,-77.5081,University of Cincinnati,39.13145,-84.51633
Art Spector,"October 17, 1920",Philadelphia,Pennsylvania,none,none,none,39.9524,-75.1653,,,,,
Art Spoelstra,"September 11, 1932",none,none,Grand Rapids,Michigan,Western Kentucky University,,,42.9777,-85.711,Western Kentucky University,36.98754,-86.45166
Art Stolkey,"October 23, 1920",none,none,none,none,none,,,,,,,
Art Williams,"September 29, 1939",Bonham,Texas,San Diego,California,"California State Polytechnic University, Pomona",33.579,-96.1889,32.9014,-117.2079,"California State Polytechnic University, Pomona",34.05639,-117.82166
Arthur Becker,"January 12, 1942",Akron,Ohio,Phoenix,Arizona,Arizona State University,41.1537,-81.6374,33.5586,-112.0955,Arizona State University,32.23188,-110.95347
Artis Gilmore,"September 21, 1949",Chipley,Florida,Dothan,Alabama,Jacksonville University,30.6344,-85.5948,31.1503,-85.4114,Jacksonville University,33.82232,-85.76663
Arvesta Kelly,"November 20, 1945",Jackson,Mississippi,none,none,Lincoln University of Missouri,32.3134,-90.17200000000001,,,Lincoln University of Missouri,38.56448,-92.1699
Arvid Kramer,"October 2, 1956",Fulda,Minnesota,Fulda,Minnesota,Augustana College (SD),43.8592,-95.5868,43.8592,-95.5868,Augustana College (SD),43.52636,-96.73811
Arvydas Macijauskas,"January 19, 1980",Klaipeda,Lithuania,none,none,none,55.7172,21.1175,,,,,
Arvydas Sabonis,"December 19, 1964",Kaunas,Lithuania,none,none,none,54.9,23.9,,,,,
Ashraf Amaya,"November 23, 1971",Oak Park,Illinois,Melrose Park,Illinois,Southern Illinois University,41.8889,-87.7978,41.9163,-87.8924,Southern Illinois University,38.51866,-89.84121
Askia Jones,"December 3, 1971",Philadelphia,Pennsylvania,San Antonio,Texas,Kansas State University,39.9524,-75.1653,29.4244,-98.4842,Kansas State University,38.8134,-97.60949
Aubrey Davis,"March 28, 1921",none,none,none,none,Oklahoma Baptist University,,,,,Oklahoma Baptist University,35.36093,-96.93477
Aud Brindley,"December 31, 1923",Mineola,New York,Rockville Centre,New York,Dartmouth College,40.7458,-73.639,40.6659,-73.6395,Dartmouth College,43.70035,-72.28641
Audie Norris,"December 18, 1960",Jackson,Mississippi,Jackson,Mississippi,Jackson State University,32.3134,-90.17200000000001,32.3134,-90.17200000000001,Jackson State University,42.18556,-122.69306
Aulcie Perry,"July 3, 1950",Newark,New Jersey,none,none,Bethune-Cookman College,40.7211,-74.14699999999999,,,Bethune-Cookman College,29.21026,-81.03506
Austin Carr,"March 10, 1948",Washington,District of Columbia,Washington,District of Columbia,University of Notre Dame,38.8749,-77.0325,38.8749,-77.0325,University of Notre Dame,41.7031,-86.23917
Austin Croshere,"May 1, 1975",Los Angeles,California,Los Angeles,California,Providence College,34.0396,-118.2661,34.0396,-118.2661,Providence College,41.84371,-71.43784
Austin Daye,"June 5, 1988",Irvine,California,Irvine,California,Gonzaga University,33.7011,-117.79700000000001,33.7011,-117.79700000000001,Gonzaga University,47.66573,-117.40244
Austin Rivers,"August 1, 1992",Santa Monica,California,Winter Park,Florida,Duke University,34.016,-118.4925,28.6079,-81.3055,Duke University,36.00153,-78.94001
Avery Bradley,"November 26, 1990",Tacoma,Washington,Henderson,Nevada,University of Texas at Austin,47.1511,-122.4492,36.0312,-115.0739,University of Texas at Austin,30.26715,-97.74306
Avery Johnson,"March 25, 1965",New Orleans,Louisiana,New Orleans,Louisiana,Southern University and A&M College,29.9589,-90.1568,29.9589,-90.1568,Southern University and A&M College,30.45075,-91.15455
Awvee Storey,"April 18, 1977",Chicago,Illinois,Hillside,Illinois,Arizona State University,41.9288,-87.6315,41.8649,-87.9014,Arizona State University,32.23188,-110.95347
B.J. Armstrong,"September 9, 1967",Detroit,Michigan,Birmingham,Michigan,University of Iowa,42.3679,-83.1386,42.5457,-83.2165,University of Iowa,41.65502,-91.55684
B.J. Tyler,"April 30, 1971",Galveston,Texas,Port Arthur,Texas,University of Texas at Austin,29.3066,-94.7723,29.9422,-93.8784,University of Texas at Austin,30.26715,-97.74306
Bailey Howell,"January 20, 1937",Middleton,Tennessee,Middleton,Tennessee,Mississippi State University,35.1046,-88.9211,35.1046,-88.9211,Mississippi State University,34.38238,-89.53988
Barney Cable,"July 29, 1935",none,none,Rochester,Pennsylvania,Bradley University,,,40.7322,-80.1862,Bradley University,40.69809,-89.61704
Baron Davis,"April 13, 1979",Los Angeles,California,Santa Monica,California,"University of California, Los Angeles",34.0396,-118.2661,34.016,-118.4925,"University of California, Los Angeles",34.02051,-118.28563
Barry Clemens,"May 1, 1943",Dayton,Ohio,Xenia,Ohio,Ohio Wesleyan University,39.833,-84.2177,39.678000000000004,-83.9027,Ohio Wesleyan University,40.29645,-83.06713
Barry Kramer,"November 10, 1942",Schenectady,New York,Schenectady,New York,New York University,42.8822,-73.9916,42.8822,-73.9916,New York University,40.72871,-73.99597
Barry Liebowitz,"September 10, 1945",New York,New York,New York,New York,Long Island University,40.8424,-73.8556,40.8424,-73.8556,Long Island University,40.69061,-73.99764
Barry Nelson,"September 19, 1949",none,none,Fox Chapel,Pennsylvania,Duquesne University,,,40.5128,-79.8931,Duquesne University,40.43618,-79.99283
Barry Orms,"May 1, 1946",St. Louis,Missouri,none,none,Saint Louis University,38.6272,-90.1978,,,Saint Louis University,38.63533,-90.23372
Barry Parkhill,"May 10, 1951",Philadelphia,Pennsylvania,State College,Pennsylvania,University of Virginia,39.9524,-75.1653,40.7975,-77.9021,University of Virginia,38.03561,-78.50329
Barry Stevens,"January 17, 1963",Flint,Michigan,Flint,Michigan,Iowa State University,43.0138,-83.6883,43.0138,-83.6883,Iowa State University,41.65502,-91.55684
Barry Sumpter,"November 11, 1965",East St. Louis,Illinois,Lovejoy,Illinois,Austin Peay State University,38.6167,-90.1333,38.6562,-90.1661,Austin Peay State University,36.53338,-87.3539
Barry Yates,"January 30, 1946",none,none,none,none,University of Maryland,,,,,University of Maryland,39.32898,-76.62057
Bart Kofoed,"March 24, 1964",Omaha,Nebraska,Omaha,Nebraska,University of Nebraska at Kearney,41.2079,-96.1183,41.2079,-96.1183,University of Nebraska at Kearney,40.70085,-99.09509
Bato Govedarica,"April 17, 1928",none,none,Chicago,Illinois,DePaul University,,,41.9288,-87.6315,DePaul University,41.92281,-87.65311
Bayard Forrest,"July 8, 1954",San Jose,California,Bandon,Oregon,Grand Canyon University,37.3239,-121.9144,43.0596,-124.368,Grand Canyon University,32.23188,-110.95347
Belus Smawley,"March 20, 1918",Golden Valley,North Carolina,Ellenboro,North Carolina,none,35.519974,-81.756928,35.3778,-81.7545,,,
Ben Clyde,"June 10, 1951",Albany,Georgia,Saint Petersburg,Florida,Florida State University,31.5983,-84.2127,27.7207,-82.7376,Florida State University,28.0692,-82.43609
Ben Coleman,"November 14, 1961",Minneapolis,Minnesota,Minneapolis,Minnesota,University of Maryland,45.0059,-93.4305,45.0059,-93.4305,University of Maryland,39.32898,-76.62057
Ben Davis,"December 26, 1972",Vero Beach,Florida,Mouth of Wilson,Virginia,University of Arizona,27.7085,-80.389,36.5894,-81.3364,University of Arizona,32.23188,-110.95347
Ben Gillery,"September 19, 1965",Detroit,Michigan,Detroit,Michigan,Georgetown University,42.3679,-83.1386,42.3679,-83.1386,Georgetown University,38.90727,-77.07258
Ben Goldfaden,"September 6, 1913",none,none,none,none,none,,,,,,,
Ben Gordon,"April 4, 1983",London,United Kingdom,Mount Vernon,New York,University of Connecticut,-24.7667,30.8667,40.9083,-73.8346,University of Connecticut,41.31121,-72.92649
Ben Handlogten,"November 16, 1973",Grand Rapids,Michigan,none,none,Western Michigan University,42.9777,-85.711,,,Western Michigan University,42.28365,-85.61195
Ben Hansbrough,"December 23, 1987",Poplar Bluff,Missouri,Poplar Bluff,Missouri,University of Notre Dame,36.7527,-90.4853,36.7527,-90.4853,University of Notre Dame,41.7031,-86.23917
Ben Kelso,"April 11, 1949",none,none,none,none,Central Michigan University,,,,,Central Michigan University,43.59142,-84.77501
Ben McDonald,"July 20, 1962",Torrance,California,Long Beach,California,"University of California, Irvine",33.8669,-118.3312,33.7542,-118.2019,"University of California, Irvine",33.64613,-117.84283
Ben McLemore,"February 11, 1993",St. Louis,Missouri,Humble,Texas,University of Kansas,38.6272,-90.1978,30.0041,-95.2984,University of Kansas,38.8134,-97.60949
Ben Poquette,"May 7, 1955",Ann Arbor,Michigan,East Lansing,Michigan,Central Michigan University,42.2734,-83.7133,42.7627,-84.4427,Central Michigan University,43.59142,-84.77501
Ben Schadler,"March 9, 1924",none,none,none,none,Northwestern University,,,,,Northwestern University,42.05559,-87.6745
Ben Scharnus,"December 11, 1917",none,none,none,none,Seton Hall University,,,,,Seton Hall University,40.7426,-74.24737
Ben Uzoh,"March 19, 1988",Houston,Texas,San Antonio,Texas,University of Tulsa,29.8688,-95.538,29.4244,-98.4842,University of Tulsa,36.15013,-95.94691
Ben Wallace,"September 10, 1974",White Hall,,Hayneville,Alabama,Virginia Union University,32.3139,-86.714,32.1899,-86.6796,Virginia Union University,37.56196,-77.45039
Ben Warley,"September 4, 1936",Washington,District of Columbia,Washington,District of Columbia,Tennessee State University,38.8749,-77.0325,38.8749,-77.0325,Tennessee State University,36.14811,-86.80305
Bennie Swain,"December 16, 1933",none,none,Talladega,Alabama,Texas Southern University,,,33.3782,-86.1034,Texas Southern University,29.72356,-95.36577
Beno Udrih,"July 5, 1982",Celje,Slovenia,none,none,none,46.2361,15.2675,,,,,
Benoit Benjamin,"November 22, 1964",Monroe,Louisiana,Monroe,Louisiana,Creighton University,32.5206,-92.1066,32.5206,-92.1066,Creighton University,41.26528,-95.94751
Bernard James,"February 7, 1985",Savannah,Georgia,Savannah,Georgia,Florida State University,32.1213,-81.1822,32.1213,-81.1822,Florida State University,28.0692,-82.43609
Bernard King,"December 4, 1956",New York,New York,New York,New York,University of Tennessee,40.8424,-73.8556,40.8424,-73.8556,University of Tennessee,36.14811,-86.80305
Bernard Robinson,"December 26, 1980",Washington,District of Columbia,Washington,District of Columbia,University of Michigan,38.8749,-77.0325,38.8749,-77.0325,University of Michigan,42.84031,-84.47982
Bernard Thompson,"August 30, 1962",Phoenix,Arizona,Phoenix,Arizona,"California State University, Fresno",33.5586,-112.0955,33.5586,-112.0955,"California State University, Fresno",36.81256,-119.74663
