"Player","BirthDate","BirthCity","BirthState","HighSchoolCity","HighSchoolState","College","BirthLat","BirthLong","HSLat","HSLong","CollegeNameGood","CollegeLat","CollegeLong","birthCityState","hsCityState","CityCount","HighSchoolCount","CollegeCount","BirthCountry","HighSchoolCountry","BirthContinent","HighSchoolContinent","Team1","Team2","Team3","Team4","Team5","Team6","Team7","Team8","Team9","Team10","Team11","Team12","Team13","Team14","Team15","Team16","Team1_Lat","Team1_Long","Team2_Lat","Team2_Long","Team3_Lat","Team3_Long","Team4_Lat","Team4_Long","Team5_Lat","Team5_Long","Team6_Lat","Team6_Long","Team7_Lat","Team7_Long","Team8_Lat","Team8_Long","Team9_Lat","Team9_Long","Team10_Lat","Team10_Long","Team11_Lat","Team11_Long","Team12_Lat","Team12_Long","Team13_Lat","Team13_Long","Team14_Lat","Team14_Long","Team15_Lat","Team15_Long","Team16_Lat","Team16_Long","FirstYear","LastYear"
"Al Jackson","July 29, 1943","Cleveland","Ohio","Cleveland","Ohio","Wilberforce University",41.4995,-81.69541,41.4995,-81.69541,"Wilberforce University",39.71867,-83.88048,"Cleveland Ohio","Cleveland Ohio",21,15,2,"United States of America","United States of America","Americas","Americas","Cincinnati Ohio","","","","","","","","","","","","","","","",39.162,-84.45689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1967-68"
"Al Jefferson","January 4, 1985","Monticello","Mississippi","Prentiss","Mississippi","none",31.55378,-90.10731,34.61829,-88.5201,"",NA,NA,"Monticello Mississippi","Prentiss Mississippi",1,1,0,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","Minneapolis Minnesota","Salt Lake City Utah","Charlotte North Carolina","","","","","","","","","","","","",42.35843,-71.05977,44.97997,-93.26384,40.76078,-111.89105,35.22709,-80.84313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-05","2013-14"
"Al Lucas","July 4, 1922","none","none","none","none","Fordham University",NA,NA,NA,NA,"Fordham University",40.86121,-73.88597,"none none","none none",677,684,10,"none","none","none","none","Boston Massachusetts","","","","","","","","","","","","","","","",42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1948-49"
"Al Lujack","October 5, 1920","none","none","Connellsville","Pennsylvania","none",NA,NA,39.96108,-79.65475,"",NA,NA,"none none","Connellsville Pennsylvania",677,1,0,"none","United States of America","none","Americas","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Al Masino","February 5, 1928","none","none","none","none","Canisius College",NA,NA,NA,NA,"Canisius College",42.92534,-78.85254,"none none","none none",677,684,11,"none","none","none","none","Milwaukee Wisconsin","Rochester New York","Syracuse New York","","","","","","","","","","","","","",43.0389,-87.90647,43.15478,-77.61556,43.04812,-76.14742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-53","1953-54"
"Al Miksis","February 2, 1928","none","none","none","none","Western Illinois University",NA,NA,NA,NA,"Western Illinois University",40.46421,-90.68374,"none none","none none",677,684,1,"none","none","none","none","Waterloo Iowa","","","","","","","","","","","","","","","",42.49276,-92.34296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1949-50"
"Al Negratti","June 12, 1921","none","none","none","none","Seton Hall University",NA,NA,NA,NA,"Seton Hall University",40.7426,-74.24737,"none none","none none",677,684,25,"none","none","none","none","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Al Roges","October 25, 1930","none","none","none","none","Long Island University",NA,NA,NA,NA,"Long Island University",40.69061,-73.99764,"none none","none none",677,684,22,"none","none","none","none","Baltimore Maryland","Baltimore Maryland","Fort Wayne Indiana","","","","","","","","","","","","","",39.29038,-76.61219,39.29038,-76.61219,41.1306,-85.12886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1953-54","1954-55"
"Al Salvadori","May 6, 1945","Wheeling","West Virginia","Wheeling","West Virginia","University of South Carolina",40.06396,-80.72091,40.06396,-80.72091,"University of South Carolina",33.7938,-79.0132,"Wheeling West Virginia","Wheeling West Virginia",2,1,22,"United States of America","United States of America","Americas","Americas","Oakland California","","","","","","","","","","","","","","","",37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1967-68"
"Al Sanders","January 1, 1950","Baton Rouge","Louisiana","Baton Rouge","Louisiana","Louisiana State University",30.45075,-91.15455,30.45075,-91.15455,"Louisiana State University",29.93987,-90.11954,"Baton Rouge Louisiana","Baton Rouge Louisiana",19,16,34,"United States of America","United States of America","Americas","Americas","Norfolk Virginia","","","","","","","","","","","","","","","",36.84681,-76.28522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-73","1972-73"
"Al Skinner","June 16, 1952","Mount Vernon","New York","Malverne","New York","University of Massachusetts Amherst",40.9126,-73.83708,40.67899,-73.67402,"University of Massachusetts Amherst",42.3895,-72.5281,"Mount Vernon New York","Malverne New York",9,2,7,"United States of America","United States of America","Americas","Americas","New York New York","New York New York","East Rutherford New Jersey","Detroit Michigan","East Rutherford New Jersey","Philadelphia Pennsylvania","","","","","","","","","","",40.71427,-74.00597,40.71427,-74.00597,40.83399,-74.09709,42.33143,-83.04575,40.83399,-74.09709,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1979-80"
"Al Smith","January 15, 1947","Peoria","Illinois","Peoria","Illinois","Bradley University",40.69365,-89.58899,40.69365,-89.58899,"Bradley University",40.69809,-89.61704,"Peoria Illinois","Peoria Illinois",7,5,19,"United States of America","United States of America","Americas","Americas","Denver Colorado","Salt Lake City Utah","","","","","","","","","","","","","","",39.73915,-104.9847,40.76078,-111.89105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-72","1975-76"
"Al Thornton","December 7, 1983","Perry","Georgia","Perry","Georgia","Florida State University",32.50704,-83.76952,32.50704,-83.76952,"Florida State University",28.0692,-82.43609,"Perry Georgia","Perry Georgia",1,1,30,"United States of America","United States of America","Americas","Americas","Los Angeles California","Washington District of Columbia","Washington District of Columbia","Oakland California","","","","","","","","","","","","",34.05223,-118.24368,38.89511,-77.03637,38.89511,-77.03637,37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08","2010-11"
"Al Tucker","February 24, 1943","Dayton","Ohio","Dayton","Ohio","Oklahoma Baptist University",39.75895,-84.19161,39.75895,-84.19161,"Oklahoma Baptist University",35.36093,-96.93477,"Dayton Ohio","Dayton Ohio",20,17,4,"United States of America","United States of America","Americas","Americas","Seattle Washington","Seattle Washington","Cincinnati Ohio","Chicago Illinois","Baltimore Maryland","Baltimore Maryland","Miami Florida","","","","","","","","","",47.60621,-122.33207,47.60621,-122.33207,39.162,-84.45689,41.85003,-87.65005,39.29038,-76.61219,39.29038,-76.61219,25.77427,-80.19366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1971-72"
"Al Williams","February 3, 1948","none","none","none","none","Drake University",NA,NA,NA,NA,"Drake University",41.60134,-93.65214,"none none","none none",677,684,14,"none","none","none","none","Louisville Kentucky","","","","","","","","","","","","","","","",38.25424,-85.75941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1970-71"
"Al Wood","June 2, 1958","Gray","Georgia","Gray","Georgia","University of North Carolina",33.00958,-83.53378,33.00958,-83.53378,"University of North Carolina",36.00153,-78.94001,"Gray Georgia","Gray Georgia",1,1,80,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","San Diego California","Seattle Washington","Dallas Texas","","","","","","","","","","","","",33.749,-84.38798,32.71533,-117.15726,47.60621,-122.33207,32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1986-87"
"Alaa Abdelnaby","June 24, 1968","Cairo","Egypt","Bloomfield","New Jersey","Duke University",30.06263,31.24967,40.80677,-74.18542,"Duke University",36.00153,-78.94001,"Cairo Egypt","Bloomfield New Jersey",1,3,59,"Egypt","United States of America","Africa","Americas","Portland Oregon","Milwaukee Wisconsin","Boston Massachusetts","Sacramento California","Philadelphia Pennsylvania","","","","","","","","","","","",45.52345,-122.67621,43.0389,-87.90647,42.35843,-71.05977,38.58157,-121.4944,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","1994-95"
"Alan Anderson","October 16, 1982","Minneapolis","Minnesota","Minneapolis","Minnesota","Michigan State University",44.97997,-93.26384,44.97997,-93.26384,"Michigan State University",42.84031,-84.47982,"Minneapolis Minnesota","Minneapolis Minnesota",15,7,38,"United States of America","United States of America","Americas","Americas","Charlotte North Carolina","Toronto Canada","New York New York","","","","","","","","","","","","","",35.22709,-80.84313,43.70011,-79.4163,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06","2013-14"
"Alan Hardy","May 25, 1957","Detroit","Michigan","Detroit","Michigan","University of Michigan",42.33143,-83.04575,42.33143,-83.04575,"University of Michigan",42.84031,-84.47982,"Detroit Michigan","Detroit Michigan",61,61,42,"United States of America","United States of America","Americas","Americas","Los Angeles California","Detroit Michigan","","","","","","","","","","","","","","",34.05223,-118.24368,42.33143,-83.04575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1981-82"
"Alan Henderson","December 2, 1972","Indianapolis","Indiana","Indianapolis","Indiana","Indiana University",39.76838,-86.15804,39.76838,-86.15804,"Indiana University",40.41226,-86.93668,"Indianapolis Indiana","Indianapolis Indiana",29,35,55,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","Dallas Texas","Cleveland Ohio","Philadelphia Pennsylvania","","","","","","","","","","","","",33.749,-84.38798,32.78306,-96.80667,41.4995,-81.69541,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-96","2006-07"
"Alan Ogg","July 5, 1967","Lancaster","Ohio","Gardendale","Alabama","University of Alabama at Birmingham",39.71368,-82.59933,33.6601,-86.81277,"University of Alabama at Birmingham",33.50483,-86.79999,"Lancaster Ohio","Gardendale Alabama",1,1,8,"United States of America","United States of America","Americas","Americas","Miami Florida","Milwaukee Wisconsin","Washington District of Columbia","","","","","","","","","","","","","",25.77427,-80.19366,43.0389,-87.90647,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","1992-93"
"Alan Sawyer","January 1, 1928","none","none","none","none","University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",34.02051,-118.28563,"none none","none none",677,684,80,"none","none","none","none","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-51","1950-51"
"Alando Tucker","February 11, 1984","Lockport","Illinois","Lockport","Illinois","University of Wisconsin",41.58948,-88.05784,41.58948,-88.05784,"University of Wisconsin",43.07388,-89.41095,"Lockport Illinois","Lockport Illinois",1,1,21,"United States of America","United States of America","Americas","Americas","Phoenix Arizona","Minneapolis Minnesota","","","","","","","","","","","","","","",33.44838,-112.07404,44.97997,-93.26384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08","2009-10"
"Albert King","December 17, 1959","New York","New York","New York","New York","University of Maryland",40.71427,-74.00597,40.71427,-74.00597,"University of Maryland",39.32898,-76.62057,"New York New York","New York New York",205,209,38,"United States of America","United States of America","Americas","Americas","East Rutherford New Jersey","Philadelphia Pennsylvania","San Antonio Texas","Washington District of Columbia","","","","","","","","","","","","",40.83399,-74.09709,39.95234,-75.16379,29.42412,-98.49363,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1991-92"
"Alec Burks","July 20, 1991","Grandview","Missouri","Grandview","Missouri","University of Colorado",38.88584,-94.53301,38.88584,-94.53301,"University of Colorado",40.00915,-105.26902,"Grandview Missouri","Grandview Missouri",1,1,18,"United States of America","United States of America","Americas","Americas","Salt Lake City Utah","","","","","","","","","","","","","","","",40.76078,-111.89105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-12","2013-14"
"Alec Kessler","January 13, 1967","Minneapolis","Minnesota","Roswell","Georgia","University of Georgia",44.97997,-93.26384,34.02316,-84.36159,"University of Georgia",33.95206,-83.37394,"Minneapolis Minnesota","Roswell Georgia",15,1,18,"United States of America","United States of America","Americas","Americas","Miami Florida","","","","","","","","","","","","","","","",25.77427,-80.19366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","1993-94"
"Aleksandar Djordjevic","August 26, 1967","Belgrade","Serbia","none","none","none",44.80401,20.46513,NA,NA,"",NA,NA,"Belgrade Serbia","none none",7,684,0,"Serbia","none","Europe","none","Portland Oregon","","","","","","","","","","","","","","","",45.52345,-122.67621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-97","1996-97"
"Aleksandar Radojevic","August 8, 1976","Herceg Novi","Montenegro","none","none","Barton County Community College",42.45306,18.5375,NA,NA,"Barton County Community College",38.40451,-98.73237,"Herceg Novi Montenegro","none none",1,684,1,"Montenegro","none","Europe","none","Toronto Canada","Salt Lake City Utah","","","","","","","","","","","","","","",43.70011,-79.4163,40.76078,-111.89105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-00","2004-05"
"Alex Acker","January 21, 1983","Compton","California","Rialto","California","Pepperdine University",33.89585,-118.22007,34.1064,-117.37032,"Pepperdine University",34.04106,-118.70828,"Compton California","Rialto California",8,1,17,"United States of America","United States of America","Americas","Americas","Detroit Michigan","Detroit Michigan","Los Angeles California","","","","","","","","","","","","","",42.33143,-83.04575,42.33143,-83.04575,34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06","2008-09"
"Alex Blackwell","June 27, 1970","Toms River","New Jersey","Mouth of Wilson","Virginia","Monmouth University",39.95373,-74.19792,36.58957,-81.33649,"Monmouth University",40.27811,-74.00653,"Toms River New Jersey","Mouth of Wilson Virginia",1,23,1,"United States of America","United States of America","Americas","Americas","Los Angeles California","","","","","","","","","","","","","","","",34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-93","1992-93"
"Alex Bradley","October 30, 1959","Bradenton","Florida","Long Branch","New Jersey","Villanova University",27.49893,-82.57482,40.30428,-73.99236,"Villanova University",40.03817,-75.34463,"Bradenton Florida","Long Branch New Jersey",2,2,37,"United States of America","United States of America","Americas","Americas","New York New York","","","","","","","","","","","","","","","",40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1981-82"
"Alex English","January 5, 1954","Columbia","South Carolina","Columbia","South Carolina","University of South Carolina",34.00071,-81.03481,34.00071,-81.03481,"University of South Carolina",33.7938,-79.0132,"Columbia South Carolina","Columbia South Carolina",7,6,22,"United States of America","United States of America","Americas","Americas","Milwaukee Wisconsin","Indianapolis Indiana","Indianapolis Indiana","Denver Colorado","Dallas Texas","","","","","","","","","","","",43.0389,-87.90647,39.76838,-86.15804,39.76838,-86.15804,39.73915,-104.9847,32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-77","1990-91"
"Alex Garcia","March 4, 1980","Orlandia","Brazil","none","none","none",-20.68905,-47.89527,NA,NA,"",NA,NA,"Orlandia Brazil","none none",1,684,0,"Brazil","none","Americas","none","San Antonio Texas","New Orleans Louisiana","","","","","","","","","","","","","","",29.42412,-98.49363,29.95465,-90.07507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-04","2004-05"
"Alex Groza","October 7, 1926","Martins Ferry","Ohio","Martins Ferry","Ohio","University of Kentucky",40.09591,-80.72453,40.09591,-80.72453,"University of Kentucky",38.03036,-84.49938,"Martins Ferry Ohio","Martins Ferry Ohio",2,1,82,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","","","","","","","","","","","","","","","",39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1950-51"
"Alex Hannum","July 19, 1923","Los Angeles","California","Los Angeles","California","University of Southern California",34.05223,-118.24368,34.05223,-118.24368,"University of Southern California",34.0218,-118.28664,"Los Angeles California","Los Angeles California",97,61,33,"United States of America","United States of America","Americas","Americas","Syracuse New York","Baltimore Maryland","Rochester New York","Milwaukee Wisconsin","St. Louis Missouri","Fort Wayne Indiana","St. Louis Missouri","","","","","","","","","",43.04812,-76.14742,39.29038,-76.61219,43.15478,-77.61556,43.0389,-87.90647,38.62727,-90.19789,41.1306,-85.12886,38.62727,-90.19789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1956-57"
"Alex Len","June 16, 1993","Antratsit","Ukraine","none","none","University of Maryland",48.11503,39.09128,NA,NA,"University of Maryland",39.32898,-76.62057,"Antratsit Ukraine","none none",1,684,38,"Ukraine","none","Europe","none","Phoenix Arizona","","","","","","","","","","","","","","","",33.44838,-112.07404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-14","2013-14"
"Alex Scales","July 3, 1978","Racine","Wisconsin","Racine","Wisconsin","University of Oregon",42.72613,-87.78285,42.72613,-87.78285,"University of Oregon",44.04598,-123.07046,"Racine Wisconsin","Racine Wisconsin",4,4,20,"United States of America","United States of America","Americas","Americas","San Antonio Texas","","","","","","","","","","","","","","","",29.42412,-98.49363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06","2005-06"
